,sentence,sent_length,end_of_par,final_punct,final_word
1721,"""I was trying to find out how to curse Dudley.""
",48,1,"""","Dudley.""
"
1722,"""I'm not sayin' that's not a good idea, but yer not ter use magic in the Muggle world except in very special circumstances,"" said Hagrid.",137,0,.,Hagrid.
1723,"""An' anyway, yeh couldn' work any of them curses yet, yeh'll need a lot more study before yeh get ter that level.""
",115,1,"""","level.""
"
1724,"Hagrid wouldn't let Harry buy a solid gold cauldron, either (""It says pewter on yer list""), but they got a nice set of scales for weighing potion ingredients and a collapsible brass telescope.",192,0,.,telescope.
1725,"Then they visited the Apothecary, which was fascinating enough to make up for its horrible smell, a mixture of bad eggs and rotted cabbages.",140,0,.,cabbages.
1726,"Barrels of slimy stuff stood on the floor; jars of herbs, dried roots, and bright powders lined the walls; bundles of feathers, strings of fangs, and snarled claws hung from the ceiling.",186,0,.,ceiling.
1727,"While Hagrid asked the man behind the counter for a supply of some basic potion ingredients for Harry, Harry himself examined silver unicorn horns at twenty-one Galleons each and minuscule, glittery- black beetle eyes (five Knuts a scoop).
",240,1,.,"scoop).
"
1728,"Outside the Apothecary, Hagrid checked Harry's list again.
",59,1,.,"again.
"
1729,"""Just yer wand left - oh yeah, an' I still haven't got yeh a birthday present.""
",80,1,"""","present.""
"
1730,"Harry felt himself go red.
",27,1,.,"red.
"
1731,"""You don't have to - ""
",23,1,"""","""
"
1732,"""I know I don't have to.",24,0,.,to.
1733,"Tell yeh what, I'll get yer animal.",35,0,.,animal.
1734,"Not a toad, toads went outta fashion years ago, yeh'd be laughed at - an' I don' like cats, they make me sneeze.",112,0,.,sneeze.
1735,I'll get yer an owl.,20,0,.,owl.
1736,"All the kids want owls, they're dead useful, carry yer mail an' everythin'.""
",77,1,"""","everythin'.""
"
1737,"Twenty minutes later, they left Eeylops Owl Emporium, which had been dark and full of rustling and flickering, jewel-bright eyes.",129,0,.,eyes.
1738,"Harry now carried a large cage that held a beautiful snowy owl, fast asleep with her head under her wing.",105,0,.,wing.
1739,"He couldn't stop stammering his thanks, sounding just like Professor Quirrell.
",79,1,.,"Quirrell.
"
1740,"""Don' mention it,"" said Hagrid gruffly.",39,0,.,gruffly.
1741,"""Don' expect you've had a lotta presents from them Dursleys.",60,0,.,Dursleys.
1742,"Just Ollivanders left now - only place fer wands, Ollivanders, and yeh gotta have the best wand.""
",98,1,"""","wand.""
"
1743,A magic wand .,14,0,.,.
1744,.,1,0,.,.
1745,.,1,0,.,.
1746,"this was what Harry had been really looking forward to.
",56,1,.,"to.
"
1747,The last shop was narrow and shabby.,36,0,.,shabby.
1748,Peeling gold letters over the door read Ollivanders: Makers of Fine Wands since 382b.,85,0,.,382b.
1749,"c. A single wand lay on a faded purple cushion in the dusty window.
",68,1,.,"window.
"
1750,A tinkling bell rang somewhere in the depths of the shop as they stepped inside.,80,0,.,inside.
1751,"It was a tiny place, empty except for a single, spindly chair that Hagrid sat on to wait.",89,0,.,wait.
1752,Harry felt strangely as though he had entered a very strict library; he swallowed a lot of new questions that had just occurred to him and looked instead at the thousands of narrow boxes piled neatly right up to the ceiling.,224,0,.,ceiling.
1753,"For some reason, the back of his neck prickled.",47,0,.,prickled.
1754,"The very dust and silence in here seemed to tingle with some secret magic.
",75,1,.,"magic.
"
1755,"""Good afternoon,"" said a soft voice.",36,0,.,voice.
1756,Harry jumped.,13,0,.,jumped.
1757,"Hagrid must have jumped, too, because there was a loud crunching noise and he got quickly off the spindly chair.
",113,1,.,"chair.
"
1758,"An old man was standing before them, his wide, pale eyes shining like moons through the gloom of the shop.
",107,1,.,"shop.
"
1759,"""Hello,"" said Harry awkwardly.
",31,1,.,"awkwardly.
"
1760,"""Ah yes,"" said the man.",23,0,.,man.
1761,"""Yes, yes.",10,0,.,yes.
1762,I thought I'd be seeing you soon.,33,0,.,soon.
1763,"Harry Potter.""",14,0,"""","Potter."""
1764,It wasn't a question.,21,0,.,question.
1765,"""You have your mother's eyes.",29,0,.,eyes.
1766,"It seems only yesterday she was in here herself, buying her first wand.",71,0,.,wand.
1767,"Ten and a quarter inches long, swishy, made of willow.",54,0,.,willow.
1768,"Nice wand for charm work.""
",27,1,"""","work.""
"
1769,Mr. Ollivander moved closer to Harry.,37,0,.,Harry.
1770,Harry wished he would blink.,28,0,.,blink.
1771,"Those silvery eyes were a bit creepy.
",38,1,.,"creepy.
"
1772,"""Your father, on the other hand, favored a mahogany wand.",57,0,.,wand.
1773,Eleven inches.,14,0,.,inches.
1774,Pliable.,8,0,.,Pliable.
1775,A little more power and excellent for transfiguration.,54,0,.,transfiguration.
1776,"Well, I say your father favored it - it's really the wand that chooses the wizard, of course.""
",95,1,"""","course.""
"
1777,Mr. Ollivander had come so close that he and Harry were almost nose to nose.,76,0,.,nose.
1778,"Harry could see himself reflected in those misty eyes.
",55,1,.,"eyes.
"
1779,"""And that's where ...""
",23,1,"""","...""
"
1780,"Mr. Ollivander touched the lightning scar on Harry's forehead with a long, white finger.
",89,1,.,"finger.
"
1781,"""I'm sorry to say I sold the wand that did it,"" he said softly.",63,0,.,softly.
1782,"""Thirteen-and-a-half inches.",28,0,.,inches.
1783,Yew.,4,0,.,Yew.
1784,"Powerful wand, very powerful, and in the wrong hands ... well, if I'd known what that wand was going out into the world to do.",126,0,.,do.
1785,"...""
",5,1,"""","...""
"
1786,"He shook his head and then, to Harry's relief, spotted Hagrid.
",63,1,.,"Hagrid.
"
1787,"""Rubeus!",8,0,!,"""Rubeus!"
1788,Rubeus Hagrid!,14,0,!,Hagrid!
1789,"How nice to see you again.
",27,1,.,"again.
"
1790,"... Oak, sixteen inches, rather bendy, wasn't it?""
",51,1,"""","it?""
"
1791,"""It was, sir, yes,"" said Hagrid.
",33,1,.,"Hagrid.
"
1792,"""Good wand, that one.",21,0,.,one.
1793,"But I suppose they snapped it in half when you got expelled?""",61,0,"""","expelled?"""
1794,"said Mr. Ollivander, suddenly stern.
",37,1,.,"stern.
"
1795,"""Er - yes, they did, yes,"" said Hagrid, shuffling his feet.",59,0,.,feet.
1796,"""I've still got the pieces, though,"" he added brightly.
",56,1,.,"brightly.
"
1797,"""But you don't use them?""",25,0,"""","them?"""
1798,"said Mr. Ollivander sharply.
",29,1,.,"sharply.
"
1799,"""Oh, no, sir,"" said Hagrid quickly.",35,0,.,quickly.
1800,"Harry noticed he gripped his pink umbrella very tightly as he spoke.
",69,1,.,"spoke.
"
1801,"""Hmmm,"" said Mr. Ollivander, giving Hagrid a piercing look.",59,0,.,look.
1802,"""Well, now - Mr. Potter.",24,0,.,Potter.
1803,"Let me see.""
",13,1,"""","see.""
"
1804,He pulled a long tape measure with silver markings out of his pocket.,69,0,.,pocket.
1805,"""Which is your wand arm?""
",26,1,"""","arm?""
"
1806,"""Er - well, I'm right-handed,"" said Harry.
",43,1,.,"Harry.
"
1807,"""Hold out your arm.",19,0,.,arm.
1808,"That's it.""",11,0,"""","it."""
1809,"He measured Harry from shoulder to finger, then wrist to elbow, shoulder to floor, knee to armpit and round his head.",117,0,.,head.
1810,"As he measured, he said, ""Every Ollivander wand has a core of a powerful magical substance, Mr. Potter.",103,0,.,Potter.
1811,"We use unicorn hairs, phoenix tail feathers, and the heartstrings of dragons.",77,0,.,dragons.
1812,"No two Ollivander wands are the same, just as no two unicorns, dragons, or phoenixes are quite the same.",104,0,.,same.
1813,"And of course, you will never get such good results with another wizard's wand.""
",81,1,"""","wand.""
"
1814,"Harry suddenly realized that the tape measure, which was measuring between his nostrils, was doing this on its own.",115,0,.,own.
1815,"Mr. Ollivander was flitting around the shelves, taking down boxes.
",67,1,.,"boxes.
"
1816,"""That will do,"" he said, and the tape measure crumpled into a heap on the floor.",80,0,.,floor.
1817,"""Right then, Mr. Potter.",24,0,.,Potter.
1818,Try this one.,13,0,.,one.
1819,Beech-wood and dragon heartstring.,34,0,.,heartstring.
1820,Nine inches.,12,0,.,inches.
1821,Nice and flexible.,18,0,.,flexible.
1822,"Just take it and give it a wave.""
",34,1,"""","wave.""
"
1823,"Harry took the wand and (feeling foolish) waved it around a bit, but Mr. Ollivander snatched it out of his hand almost at once.
",128,1,.,"once.
"
1824,"""Maple and phoenix feather.",27,0,.,feather.
1825,Seven inches.,13,0,.,inches.
1826,Quite whippy.,13,0,.,whippy.
1827,"Try - ""
",8,1,"""","""
"
1828,"Harry tried - but he had hardly raised the wand when it, too, was snatched back by Mr. Ollivander.
",99,1,.,"Ollivander.
"
1829,"""No, no - here, ebony and unicorn hair, eight and a half inches, springy.",73,0,.,springy.
1830,"Go on, go on, try it out.""
",27,1,"""","out.""
"
1831,Harry tried.,12,0,.,tried.
1832,And tried.,10,0,.,tried.
1833,He had no idea what Mr. Ollivander was waiting for.,51,0,.,for.
1834,"The pile of tried wands was mounting higher and higher on the spindly chair, but the more wands Mr. Ollivander pulled from the shelves, the happier he seemed to become.
",169,1,.,"become.
"
1835,"""Tricky customer, eh?",21,0,?,eh?
1836,"Not to worry, well find the perfect match here somewhere - I wonder, now - yes, why not - unusual combination - holly and phoenix feather, eleven inches, nice and supple.""
",172,1,"""","supple.""
"
1837,Harry took the wand.,20,0,.,wand.
1838,He felt a sudden warmth in his fingers.,39,0,.,fingers.
1839,"He raised the wand above his head, brought it swishing down through the dusty air and a stream of red and gold sparks shot from the end like a firework, throwing dancing spots of light on to the walls.",201,0,.,walls.
1840,"Hagrid whooped and clapped and Mr. Ollivander cried, ""Oh, bravo!",64,0,!,bravo!
1841,"Yes, indeed, oh, very good.",27,0,.,good.
1842,"Well, well, well ... how curious ... how very curious ...""
",59,1,"""","...""
"
1843,"He put Harry's wand back into its box and wrapped it in brown paper, still muttering, ""Curious .",96,0,.,.
1844,.,1,0,.,.
1845,.,1,0,.,.
1846,"curious
",8,1,s,"curious
"
1847,"""Sorry,"" said Harry, ""but what's curious?""
",43,1,"""","curious?""
"
1848,"Mr. Ollivander fixed Harry with his pale stare.
",48,1,.,"stare.
"
1849,"""I remember every wand I've ever sold, Mr. Potter.",50,0,.,Potter.
1850,Every single wand.,18,0,.,wand.
1851,"It so happens that the phoenix whose tail feather is in your wand, gave another feather - just one other.",105,0,.,other.
1852,"It is very curious indeed that you should be destined for this wand when its brother - why, its brother gave you that scar.""
",125,1,"""","scar.""
"
1853,"Harry swallowed.
",17,1,.,"swallowed.
"
1854,"""Yes, thirteen-and-a-half inches.",33,0,.,inches.
1855,Yew.,4,0,.,Yew.
1856,Curious indeed how these things happen.,39,0,.,happen.
1857,"The wand chooses the wizard, remember.",38,0,.,remember.
1858,...,3,0,.,...
1859,"I think we must expect great things from you, Mr. Potter.",57,0,.,Potter.
1860,"... After all, He-Who- Must-Not-Be-Named did great things - terrible, yes, but great.""
",87,1,"""","great.""
"
1861,Harry shivered.,15,0,.,shivered.
1862,"He wasn't sure he liked Mr.
",28,1,.,"Mr.
"
1863,Ollivander too much.,20,0,.,much.
1864,"He paid seven gold Galleons for his wand, and Mr. Ollivander bowed them from his shop.
",87,1,.,"shop.
"
1865,"The late afternoon sun hung low in the sky as Harry and Hagrid made their way back down Diagon Alley, back through the wall, back through the Leaky Cauldron, now empty.",168,0,.,empty.
1866,"Harry didn't speak at all as they walked down the road; he didn't even notice how much people were gawking at them on the Underground, laden as they were with all their funny- shaped packages, with the snowy owl asleep in its cage on Harry's lap.",246,0,.,lap.
1867,"Up another escalator, out into Paddington station; Harry only realized where they were when Hagrid tapped him on the shoulder.
",127,1,.,"shoulder.
"
1868,"""Got time fer a bite to eat before yer train leaves,"" he said.
",63,1,.,"said.
"
1869,He bought Harry a hamburger and they sat down on plastic seats to eat them.,75,0,.,them.
1870,Harry kept looking around.,26,0,.,around.
1871,"Everything looked so strange, somehow.
",39,1,.,"somehow.
"
1872,"""You all right, Harry?",22,0,?,Harry?
1873,"Yer very quiet,"" said Hagrid.
",30,1,.,"Hagrid.
"
1874,Harry wasn't sure he could explain.,35,0,.,explain.
1875,"He'd just had the best birthday of his life - and yet - he chewed his hamburger, trying to find the words.
",107,1,.,"words.
"
1876,"""Everyone thinks I'm special,"" he said at last.",47,0,.,last.
1877,"""All those people in the Leaky Cauldron, Professor Quirrell, Mr. Ollivander ... but I don't know anything about magic at all.",125,0,.,all.
1878,How can they expect great things?,33,0,?,things?
1879,I'm famous and I can't even remember what I'm famous for.,57,0,.,for.
1880,"I don't know what happened when Vol-, sorry - I mean, the night my parents died.""
",82,1,"""","died.""
"
1881,Hagrid leaned across the table.,31,0,.,table.
1882,"Behind the wild beard and eyebrows he wore a very kind smile.
",62,1,.,"smile.
"
1883,"""Don' you worry, Harry.",23,0,.,Harry.
1884,You'll learn fast enough.,25,0,.,enough.
1885,"Everyone starts at the beginning at Hogwarts, you'll be just fine.",66,0,.,fine.
1886,Just be yerself.,16,0,.,yerself.
1887,I know it's hard.,17,0,.,hard.
1888,"Yeh've been singled out, an' that's always hard.",48,0,.,hard.
1889,"But yeh'll have a great time at Hogwarts - I did - still do, 'smatter of fact.""
",80,1,"""","fact.""
"
1890,"Hagrid helped Harry on to the train that would take him back to the Dursleys, then handed him an envelope.
",107,1,.,"envelope.
"
1891,"""Yer ticket fer Hogwarts,"" he said.",35,0,.,said.
1892,"""First o' September -King's Cross - it's all on yer ticket.",59,0,.,ticket.
1893,"Any problems with the Dursleys, send me a letter with yer owl, she'll know where to find me.",92,0,.,me.
1894,"... See yeh soon, Harry.""
",26,1,"""","Harry.""
"
1895,The train pulled out of the station.,36,0,.,station.
1896,"Harry wanted to watch Hagrid until he was out of sight; he rose in his seat and pressed his nose against the window, but he blinked and Hagrid had gone.
",153,1,.,"gone.
"
1897,Harry's last month with the Dursleys wasn't fun.,48,0,.,fun.
1898,"True, Dudley was now so scared of Harry he wouldn't stay in the same room, while Aunt Petunia and Uncle Vernon didn't shut Harry in his cupboard, force him to do anything, or shout at him - in fact, they didn't speak to him at all.",231,0,.,all.
1899,"Half terrified, half furious, they acted as though any chair with Harry in it were empty.",89,0,.,empty.
1900,"Although this was an improvement in many ways, it did become a bit depressing after a while.
",93,1,.,"while.
"
